ClaimID,PolicyNo,ClaimDate,ClaimType,ClaimAmount,Status,SettlementDate
CLM00436,POL04342,08/10/2023,Collision,90000,Approved,26/11/2023
CLM00437,POL25387,09/11/2020,Theft,120000,Under Review,
CLM00438,POL11633,26/10/2022,Theft,45000,Approved,27/01/2023
CLM00439,POL18012,25/12/2024,Theft,250000,Approved,30/03/2025
CLM00440,POL04775,18/07/2024,Theft,500000,Rejected,
CLM00441,POL12162,22/02/2026,Accident,500000,Approved,10/03/2026
CLM00442,POL14102,01/02/2023,Burglary,120000,Rejected,
CLM00443,POL04254,07/05/2022,Fire,90000,Pending,
CLM00444,POL26873,29/07/2022,Flood,75000,Approved,22/11/2022
CLM00445,POL08383,13/08/2023,Fire,45000,Rejected,
CLM00446,POL23941,09/06/2025,Collision,250000,Under Review,
CLM00447,POL02935,03/12/2025,Theft,75000,Approved,18/03/2026
CLM00448,POL13497,13/07/2020,Accident,45000,Approved,06/08/2020
CLM00449,POL09538,13/10/2023,Illness,120000,Under Review,
CLM00450,POL21359,27/02/2022,Accident,45000,Rejected,
CLM00451,POL14090,26/01/2025,Illness,250000,Rejected,
CLM00452,POL19723,13/07/2023,Illness,45000,Rejected,
CLM00453,POL12180,16/06/2022,Illness,75000,Approved,01/10/2022
CLM00454,POL20985,09/09/2023,Accident,,Approved,21/10/2023
CLM00455,POL05664,29/12/2020,Burglary,250000,Under Review,
CLM00456,POL23255,21/10/2023,Collision,120000,Under Review,
CLM00457,POL19970,24/10/2021,Accident,75000,Under Review,
CLM00458,POL17954,23/01/2024,Accident,45000,Approved,12/04/2024
CLM00459,POL10467,02/05/2024,Flood,45000,Pending,
CLM00460,POL06389,04/04/2024,Fire,250000,Approved,27/07/2024
CLM00461,POL09755,26/11/2024,Flood,45000,Approved,24/02/2025
CLM00462,POL21357,12/02/2021,Accident,75000,Pending,
CLM00463,POL09479,10/09/2023,Illness,500000,Pending,
CLM00464,POL26373,23/06/2023,Theft,250000,Under Review,
CLM00465,POL17316,01/10/2022,Theft,120000,Under Review,
CLM00466,POL25236,31/01/2026,Theft,45000,Approved,27/03/2026
CLM00467,POL03745,05/08/2023,Burglary,500000,Pending,
CLM00468,POL13267,06/12/2020,Fire,120000,Pending,
CLM00469,POL03959,09/02/2022,Accident,250000,Pending,
CLM00470,POL21161,29/04/2023,Theft,45000,Under Review,
CLM00471,POL03012,11/02/2026,Fire,120000,Pending,
CLM00472,POL08884,22/08/2025,Fire,45000,Approved,10/09/2025
CLM00473,POL13499,07/01/2024,Burglary,500000,Under Review,
CLM00474,POL05163,04/05/2024,Burglary,90000,Approved,17/05/2024
CLM00475,POL13978,30/06/2026,Theft,90000,Under Review,
CLM00476,POL25632,19/05/2025,Theft,45000,Approved,09/08/2025
CLM00477,POL09404,21/05/2023,Burglary,500000,Under Review,
CLM00478,POL05600,15/07/2022,Collision,500000,Approved,04/08/2022
CLM00479,POL13780,25/01/2022,Flood,120000,Pending,
CLM00480,POL10515,11/10/2022,Flood,120000,Pending,
CLM00481,POL11937,02/08/2024,Flood,90000,Approved,30/10/2024
CLM00482,POL21813,12/12/2021,Flood,45000,Under Review,
CLM00483,POL10427,08/04/2022,Burglary,45000,Rejected,
CLM00484,POL11730,26/08/2024,Collision,250000,Under Review,
CLM00485,POL17101,04/04/2024,Collision,250000,Approved,21/06/2024
CLM00486,POL14756,08/08/2025,Accident,90000,Pending,
CLM00487,POL05079,04/01/2022,Burglary,500000,Approved,26/04/2022
CLM00488,POL23542,22/03/2021,Flood,45000,Rejected,
CLM00489,POL16788,02/04/2021,Fire,250000,Approved,29/06/2021
CLM00490,POL03934,14/04/2023,Theft,75000,Rejected,
CLM00491,POL05577,27/06/2023,Accident,,Under Review,
CLM00492,POL18936,06/03/2025,Collision,120000,Pending,
CLM00493,POL03472,16/03/2026,Fire,75000,Pending,
CLM00494,POL08579,08/08/2021,Illness,45000,Under Review,
CLM00495,POL02233,25/07/2024,Flood,120000,Rejected,
CLM00496,POL02858,07/01/2024,Illness,250000,Pending,
CLM00497,POL02437,16/12/2024,Flood,250000,Pending,
CLM00498,POL01040,18/11/2023,Accident,45000,Approved,08/12/2023
CLM00499,POL25072,29/09/2021,Collision,,Pending,
CLM00500,POL06059,29/12/2022,Theft,250000,Pending,
CLM00501,POL24595,17/01/2024,Collision,75000,Approved,06/05/2024
CLM00502,POL10275,16/04/2022,Theft,90000,Approved,18/07/2022
CLM00503,POL22045,05/10/2026,Flood,120000,Rejected,
CLM00504,POL01087,11/06/2021,Fire,500000,Pending,
CLM00505,POL24212,02/12/2024,Flood,500000,Approved,23/01/2025
CLM00506,POL14162,25/03/2024,Theft,75000,Rejected,
CLM00507,POL22821,17/03/2024,Burglary,75000,Under Review,
CLM00508,POL03222,29/07/2025,Theft,120000,Approved,23/10/2025
CLM00509,POL10245,15/01/2021,Theft,120000,Pending,
CLM00510,POL24713,01/07/2025,Illness,90000,Approved,23/07/2025
CLM00511,POL04734,28/11/2022,Flood,500000,Rejected,
CLM00512,POL28868,23/10/2023,Theft,90000,Under Review,
CLM00513,POL17641,08/05/2023,Illness,75000,Pending,
CLM00514,POL03487,19/06/2024,Collision,120000,Pending,
CLM00515,POL18562,20/03/2025,Theft,120000,Rejected,
CLM00516,POL20524,26/01/2021,Flood,45000,Under Review,
CLM00517,POL16014,22/01/2024,Flood,250000,Under Review,
CLM00518,POL04269,21/01/2025,Flood,90000,Approved,07/02/2025
CLM00519,POL10415,07/06/2026,Illness,90000,Approved,26/08/2026
CLM00520,POL28918,10/08/2024,Illness,250000,Approved,26/09/2024
CLM00521,POL24728,26/10/2023,Flood,120000,Rejected,
CLM00522,POL16547,07/10/2025,Fire,75000,Pending,
CLM00523,POL21902,19/05/2023,Burglary,75000,Approved,18/07/2023
CLM00524,POL09608,10/01/2021,Accident,45000,Rejected,
CLM00525,POL18335,27/11/2023,Collision,75000,Under Review,
CLM00526,POL02258,28/04/2025,Illness,500000,Rejected,
CLM00527,POL16440,20/03/2026,Accident,120000,Under Review,
CLM00528,POL22907,05/01/2025,Accident,250000,Pending,
CLM00529,POL14045,09/12/2022,Illness,45000,Approved,25/02/2023
CLM00530,POL11260,19/12/2024,Burglary,90000,Rejected,
CLM00531,POL02358,13/04/2021,Burglary,75000,Rejected,
CLM00532,POL27084,16/12/2025,Theft,500000,Rejected,
CLM00533,POL06784,09/02/2021,Collision,90000,Rejected,
CLM00534,POL21771,17/01/2026,Fire,45000,Approved,05/02/2026
CLM00535,POL12903,01/07/2020,Theft,120000,Pending,
CLM00536,POL11842,18/07/2022,Flood,75000,Under Review,
CLM00537,POL06057,19/10/2021,Theft,90000,Rejected,
CLM00538,POL25953,05/01/2023,Flood,120000,Approved,25/01/2023
CLM00539,POL10561,10/11/2024,Collision,90000,Pending,
CLM00540,POL15322,11/06/2021,Flood,75000,Pending,
CLM00541,POL13767,05/04/2023,Fire,,Approved,04/06/2023
CLM00542,POL15946,08/05/2022,Fire,75000,Approved,25/06/2022
CLM00543,POL00268,19/08/2024,Illness,45000,Pending,
CLM00544,POL23978,11/04/2020,Flood,120000,Approved,14/07/2020
CLM00545,POL01073,27/04/2024,Illness,45000,Approved,06/05/2024
CLM00546,POL12987,26/02/2020,Fire,90000,Pending,
CLM00547,POL12855,28/06/2020,Burglary,250000,Approved,02/08/2020
CLM00548,POL27422,12/02/2025,Theft,500000,Pending,
CLM00549,POL05894,22/01/2023,Illness,500000,Pending,
CLM00550,POL07298,13/03/2021,Fire,500000,Under Review,
CLM00551,POL13652,08/12/2023,Burglary,500000,Pending,
CLM00552,POL24483,22/09/2026,Collision,45000,Pending,
CLM00553,POL26554,19/10/2021,Collision,75000,Rejected,
CLM00554,POL25015,18/04/2023,Theft,45000,Under Review,
CLM00555,POL22888,15/11/2026,Burglary,75000,Approved,12/01/2027
CLM00556,POL08822,27/09/2025,Theft,45000,Pending,
CLM00557,POL27005,09/07/2020,Illness,250000,Approved,01/11/2020
CLM00558,POL20007,26/10/2024,Accident,75000,Rejected,
CLM00559,POL28870,23/01/2023,Accident,500000,Pending,
CLM00560,POL14699,16/12/2025,Collision,250000,Pending,
CLM00561,POL20111,29/10/2020,Illness,120000,Pending,
CLM00562,POL28096,01/12/2024,Burglary,75000,Pending,
CLM00563,POL18695,31/08/2022,Theft,90000,Approved,13/10/2022
CLM00564,POL23890,23/08/2022,Burglary,45000,Approved,17/09/2022
CLM00565,POL00287,27/12/2021,Accident,120000,Pending,
CLM00566,POL24880,21/02/2025,Illness,500000,Rejected,
CLM00567,POL12841,25/05/2021,Burglary,500000,Under Review,
CLM00568,POL09778,14/04/2024,Flood,90000,Approved,19/07/2024
CLM00569,POL10212,04/10/2021,Collision,45000,Under Review,
CLM00570,POL15148,16/05/2025,Theft,45000,Pending,
CLM00571,POL10599,05/08/2021,Fire,75000,Pending,
CLM00572,POL03968,11/12/2024,Illness,90000,Rejected,
CLM00573,POL02921,14/05/2023,Accident,120000,Rejected,
CLM00574,POL01561,01/02/2027,Fire,90000,Under Review,
CLM00575,POL06557,30/10/2022,Burglary,250000,Pending,
CLM00576,POL13501,29/12/2024,Theft,75000,Pending,
CLM00577,POL02619,26/04/2024,Theft,120000,Approved,06/07/2024
CLM00578,POL07556,21/09/2020,Flood,120000,Approved,22/10/2020
CLM00579,POL21217,05/12/2026,Burglary,75000,Rejected,
CLM00580,POL00680,10/08/2023,Fire,75000,Approved,10/11/2023
CLM00581,POL15895,17/05/2024,Illness,250000,Pending,
CLM00582,POL20648,12/07/2023,Collision,250000,Under Review,
CLM00583,POL25405,07/09/2023,Illness,250000,Approved,15/10/2023
CLM00584,POL29962,04/03/2025,Burglary,45000,Under Review,
CLM00585,POL08526,16/11/2020,Theft,120000,Pending,
CLM00586,POL21205,31/01/2026,Flood,90000,Rejected,
CLM00587,POL09183,22/02/2022,Burglary,75000,Pending,
CLM00588,POL28876,05/07/2024,Burglary,120000,Under Review,
CLM00589,POL17235,30/11/2021,Theft,45000,Under Review,
CLM00590,POL09362,04/07/2021,Collision,90000,Rejected,
CLM00591,POL28375,28/12/2025,Flood,500000,Approved,03/03/2026
CLM00592,POL13442,27/06/2026,Fire,75000,Under Review,
CLM00593,POL22469,03/09/2024,Illness,500000,Pending,
CLM00594,POL25794,27/02/2025,Illness,90000,Rejected,
CLM00595,POL09601,12/09/2020,Burglary,120000,Approved,27/12/2020
CLM00596,POL17749,09/07/2024,Theft,250000,Under Review,
CLM00597,POL02812,30/01/2021,Fire,120000,Rejected,
CLM00598,POL27069,21/03/2026,Accident,120000,Rejected,
CLM00599,POL10214,02/10/2022,Flood,120000,Rejected,
CLM00600,POL11620,09/10/2024,Burglary,75000,Pending,
CLM00601,POL01968,13/03/2023,Illness,90000,Approved,23/03/2023
CLM00602,POL29328,07/06/2022,Theft,75000,Approved,20/08/2022
CLM00603,POL02311,25/10/2022,Burglary,75000,Pending,
CLM00604,POL09144,05/07/2021,Accident,90000,Pending,
CLM00605,POL13109,21/06/2025,Collision,500000,Under Review,
CLM00606,POL10199,23/10/2021,Fire,250000,Under Review,
CLM00607,POL08914,31/10/2022,Fire,75000,Under Review,
CLM00608,POL03065,27/10/2023,Theft,90000,Under Review,
CLM00609,POL03872,21/08/2024,Fire,75000,Pending,
CLM00610,POL23127,15/04/2023,Collision,120000,Pending,
CLM00611,POL18093,16/03/2021,Flood,75000,Rejected,
CLM00612,POL01856,26/05/2022,Collision,120000,Pending,
CLM00613,POL02710,25/05/2025,Theft,250000,Approved,18/09/2025
CLM00614,POL06639,06/08/2023,Flood,75000,Rejected,
CLM00615,POL23903,01/01/2025,Collision,90000,Under Review,
CLM00616,POL15605,22/11/2020,Flood,90000,Rejected,
CLM00617,POL03611,28/08/2021,Theft,250000,Approved,15/12/2021
CLM00618,POL27562,17/01/2026,Accident,,Rejected,
CLM00619,POL09365,27/07/2023,Collision,75000,Approved,16/10/2023
CLM00620,POL22005,25/10/2022,Accident,75000,Rejected,
CLM00621,POL19920,16/09/2026,Illness,75000,Approved,30/10/2026
CLM00622,POL24601,24/04/2023,Flood,75000,Rejected,
CLM00623,POL18374,24/04/2023,Flood,90000,Rejected,
CLM00624,POL28099,28/04/2025,Fire,90000,Under Review,
CLM00625,POL21346,31/12/2021,Flood,75000,Pending,
CLM00626,POL12829,11/10/2024,Theft,45000,Approved,26/12/2024
CLM00627,POL13189,18/05/2024,Flood,500000,Rejected,
CLM00628,POL28519,13/04/2024,Theft,45000,Rejected,
CLM00629,POL08054,13/08/2023,Accident,45000,Under Review,
CLM00630,POL11733,12/02/2025,Fire,75000,Under Review,
CLM00631,POL29203,23/11/2025,Accident,120000,Rejected,
CLM00632,POL22935,18/02/2022,Flood,120000,Pending,
CLM00633,POL12206,16/01/2023,Collision,75000,Under Review,
CLM00634,POL10398,16/12/2020,Theft,250000,Under Review,
CLM00635,POL09191,26/02/2026,Theft,90000,Pending,
CLM00636,POL28755,06/09/2023,Theft,45000,Pending,
CLM00637,POL28805,22/08/2022,Accident,90000,Approved,13/09/2022
CLM00638,POL21025,22/01/2022,Illness,250000,Pending,
CLM00639,POL15589,28/10/2023,Flood,45000,Under Review,
CLM00640,POL00666,07/06/2022,Burglary,120000,Under Review,
CLM00641,POL21591,22/04/2024,Collision,120000,Pending,
CLM00642,POL05465,17/03/2026,Illness,500000,Under Review,
CLM00643,POL11081,13/09/2021,Fire,75000,Under Review,
CLM00644,POL07984,13/12/2021,Fire,120000,Pending,
CLM00645,POL11435,25/06/2025,Burglary,75000,Approved,11/08/2025
CLM00646,POL09142,04/09/2021,Accident,90000,Rejected,
CLM00647,POL25328,30/07/2024,Illness,,Under Review,
CLM00648,POL26071,14/01/2022,Flood,75000,Approved,25/04/2022
CLM00649,POL14271,01/09/2021,Theft,120000,Under Review,
CLM00650,POL25786,19/09/2026,Accident,90000,Pending,
CLM00651,POL03195,13/05/2021,Illness,75000,Pending,
CLM00652,POL17794,13/12/2021,Fire,75000,Rejected,
CLM00653,POL17127,16/04/2021,Flood,90000,Rejected,
CLM00654,POL08689,25/02/2026,Theft,75000,Under Review,
CLM00655,POL14555,02/08/2026,Collision,500000,Rejected,
CLM00656,POL16488,25/05/2025,Theft,45000,Approved,28/06/2025
CLM00657,POL12384,07/01/2023,Burglary,90000,Approved,07/02/2023
CLM00658,POL01438,13/05/2022,Collision,250000,Approved,23/08/2022
CLM00659,POL28056,19/09/2024,Burglary,250000,Approved,28/09/2024
CLM00660,POL23602,09/10/2022,Fire,250000,Approved,09/11/2022
CLM00661,POL23464,10/12/2025,Accident,120000,Approved,03/01/2026
CLM00662,POL03903,20/07/2021,Burglary,45000,Rejected,
CLM00663,POL25088,02/03/2024,Flood,75000,Approved,08/05/2024
CLM00664,POL24953,14/10/2022,Theft,,Under Review,
CLM00665,POL20013,06/06/2024,Illness,250000,Under Review,
CLM00666,POL20892,18/10/2023,Burglary,90000,Approved,17/12/2023
CLM00667,POL00844,12/04/2023,Burglary,75000,Rejected,
CLM00668,POL05424,21/04/2024,Collision,500000,Pending,
CLM00669,POL29888,26/10/2020,Burglary,75000,Approved,15/11/2020
CLM00670,POL22213,22/10/2022,Theft,45000,Pending,
CLM00671,POL13472,06/04/2022,Theft,75000,Pending,
CLM00672,POL00073,21/02/2022,Illness,250000,Under Review,
CLM00673,POL29224,20/06/2021,Fire,250000,Approved,25/09/2021
CLM00674,POL01934,01/06/2024,Flood,,Pending,
CLM00675,POL29636,05/05/2025,Accident,45000,Under Review,
CLM00676,POL29621,09/08/2022,Flood,120000,Under Review,
CLM00677,POL16624,02/07/2025,Collision,90000,Pending,
CLM00678,POL13774,09/08/2025,Illness,75000,Under Review,
CLM00679,POL00525,20/07/2025,Accident,250000,Under Review,
CLM00680,POL08279,08/08/2021,Illness,45000,Under Review,
CLM00681,POL04681,05/01/2021,Illness,250000,Under Review,
CLM00682,POL25075,06/07/2025,Flood,120000,Rejected,
CLM00683,POL05145,12/12/2024,Accident,90000,Under Review,
CLM00684,POL17852,22/12/2021,Accident,75000,Under Review,
CLM00685,POL08825,10/04/2022,Flood,250000,Pending,
CLM00686,POL12749,03/03/2026,Burglary,120000,Rejected,
CLM00687,POL29872,24/01/2024,Fire,120000,Approved,25/04/2024
CLM00688,POL04508,23/10/2022,Illness,120000,Pending,
CLM00689,POL00980,08/09/2021,Illness,75000,Pending,
CLM00690,POL11805,23/04/2022,Theft,500000,Approved,21/08/2022
CLM00691,POL12677,13/04/2025,Accident,90000,Rejected,
CLM00692,POL12997,30/04/2024,Flood,75000,Rejected,
CLM00693,POL00503,23/02/2025,Fire,500000,Rejected,
CLM00694,POL24566,31/10/2023,Illness,120000,Under Review,
CLM00695,POL27123,19/10/2024,Flood,45000,Approved,28/12/2024
CLM00696,POL14267,16/01/2021,Illness,45000,Rejected,
CLM00697,POL25254,02/12/2024,Burglary,75000,Rejected,
CLM00698,POL20014,04/07/2023,Flood,45000,Rejected,
CLM00699,POL28308,31/03/2021,Accident,120000,Pending,
CLM00700,POL03962,27/09/2022,Flood,75000,Rejected,
CLM00701,POL19562,25/08/2020,Illness,45000,Rejected,
CLM00702,POL26359,19/03/2027,Theft,90000,Rejected,
CLM00703,POL02724,11/02/2024,Burglary,500000,Pending,
CLM00704,POL25792,10/05/2023,Fire,45000,Pending,
CLM00705,POL17210,02/05/2021,Illness,250000,Approved,02/08/2021
CLM00706,POL23901,09/12/2024,Flood,250000,Pending,
CLM00707,POL26147,09/07/2021,Fire,250000,Approved,07/09/2021
CLM00708,POL27442,01/02/2023,Theft,500000,Rejected,
CLM00709,POL02407,31/10/2022,Accident,120000,Approved,06/01/2023
CLM00710,POL16167,24/06/2025,Theft,500000,Pending,
CLM00711,POL07333,21/07/2026,Accident,120000,Approved,18/11/2026
CLM00712,POL00551,31/05/2023,Burglary,250000,Rejected,
CLM00713,POL03880,23/10/2024,Fire,45000,Pending,
CLM00714,POL08425,08/02/2023,Theft,75000,Rejected,
CLM00715,POL04733,14/06/2022,Accident,75000,Approved,20/08/2022
CLM00716,POL06531,21/09/2021,Flood,45000,Pending,
CLM00717,POL23554,07/01/2025,Illness,90000,Pending,
CLM00718,POL14757,05/10/2022,Fire,120000,Approved,06/01/2023
CLM00719,POL19346,26/02/2025,Illness,45000,Pending,
CLM00720,POL01793,30/01/2024,Theft,120000,Rejected,
CLM00721,POL09375,03/10/2021,Illness,500000,Pending,
CLM00722,POL25042,08/04/2020,Flood,120000,Pending,
CLM00723,POL22775,25/07/2025,Illness,500000,Pending,
CLM00724,POL25683,16/05/2020,Burglary,500000,Rejected,
CLM00725,POL01193,26/11/2022,Burglary,500000,Pending,
CLM00726,POL23481,27/04/2021,Theft,500000,Rejected,
CLM00727,POL29641,06/10/2025,Collision,75000,Approved,19/12/2025
CLM00728,POL05810,13/10/2025,Burglary,120000,Rejected,
CLM00729,POL14569,04/08/2023,Flood,75000,Rejected,
CLM00730,POL06896,25/11/2021,Illness,500000,Approved,02/12/2021
CLM00731,POL12061,24/01/2026,Fire,250000,Rejected,
CLM00732,POL00380,25/09/2020,Fire,90000,Under Review,
CLM00733,POL00702,11/06/2022,Illness,500000,Approved,05/07/2022
CLM00734,POL23745,23/08/2024,Flood,90000,Rejected,
CLM00735,POL17331,14/05/2021,Collision,500000,Under Review,
CLM00736,POL01502,13/08/2023,Accident,,Under Review,
CLM00737,POL29074,15/03/2025,Fire,500000,Approved,18/04/2025
CLM00738,POL20556,23/08/2022,Flood,45000,Rejected,
CLM00739,POL12317,16/09/2023,Burglary,45000,Under Review,
CLM00740,POL29600,10/04/2022,Burglary,,Pending,
CLM00741,POL08306,31/05/2024,Flood,120000,Approved,27/09/2024
CLM00742,POL15715,17/04/2022,Collision,120000,Pending,
CLM00743,POL21972,24/08/2020,Accident,75000,Pending,
CLM00744,POL08848,17/03/2021,Flood,90000,Under Review,
CLM00745,POL16082,29/03/2026,Fire,45000,Approved,05/06/2026
CLM00746,POL13000,15/01/2025,Flood,500000,Rejected,
CLM00747,POL03257,24/08/2025,Illness,500000,Pending,
CLM00748,POL19389,15/05/2024,Theft,45000,Under Review,
CLM00749,POL06898,15/08/2021,Accident,250000,Rejected,
CLM00750,POL02884,29/09/2021,Theft,90000,Pending,
CLM00751,POL10290,07/03/2022,Theft,75000,Under Review,
CLM00752,POL14021,14/05/2020,Accident,250000,Pending,
CLM00753,POL17053,07/07/2023,Collision,75000,Under Review,
CLM00754,POL21634,05/01/2023,Theft,45000,Approved,21/03/2023
CLM00755,POL15678,24/05/2021,Theft,90000,Pending,
CLM00756,POL17867,20/03/2023,Accident,500000,Rejected,
CLM00757,POL28911,20/12/2023,Collision,120000,Rejected,
CLM00758,POL05840,08/12/2024,Accident,120000,Pending,
CLM00759,POL22715,13/07/2022,Accident,120000,Approved,28/09/2022
CLM00760,POL16982,22/04/2024,Flood,250000,Approved,04/07/2024
CLM00761,POL12064,12/03/2021,Illness,500000,Pending,
CLM00762,POL29033,13/07/2020,Accident,,Approved,07/10/2020
CLM00763,POL19692,16/09/2022,Flood,45000,Under Review,
CLM00764,POL10296,15/09/2023,Accident,120000,Pending,
CLM00765,POL15533,09/01/2022,Accident,500000,Rejected,
CLM00766,POL16710,17/03/2021,Flood,120000,Under Review,
CLM00767,POL20726,18/09/2022,Flood,90000,Pending,
CLM00768,POL29787,02/07/2026,Accident,250000,Rejected,
CLM00769,POL09761,30/06/2023,Burglary,75000,Under Review,
CLM00770,POL13477,17/07/2025,Collision,500000,Pending,
CLM00771,POL05767,31/05/2022,Fire,90000,Approved,09/06/2022
CLM00772,POL02042,01/03/2024,Flood,90000,Approved,16/06/2024
CLM00773,POL06857,07/05/2025,Collision,120000,Rejected,
CLM00774,POL25218,19/07/2022,Collision,45000,Approved,17/09/2022
CLM00775,POL16365,02/04/2024,Flood,500000,Pending,
CLM00776,POL16906,28/04/2025,Fire,250000,Approved,04/07/2025
CLM00777,POL06577,28/10/2020,Theft,90000,Under Review,
CLM00778,POL23695,04/04/2024,Burglary,250000,Approved,19/04/2024
CLM00779,POL26844,01/03/2025,Illness,500000,Under Review,
CLM00780,POL04313,02/12/2025,Flood,75000,Rejected,
CLM00781,POL03616,09/12/2023,Flood,45000,Rejected,
CLM00782,POL23120,13/10/2022,Collision,120000,Pending,
CLM00783,POL02480,07/07/2022,Flood,250000,Rejected,
CLM00784,POL17534,14/04/2025,Theft,250000,Rejected,
CLM00785,POL17667,17/01/2022,Illness,75000,Rejected,
CLM00786,POL11917,15/11/2024,Fire,250000,Under Review,
CLM00787,POL22801,16/01/2024,Theft,250000,Under Review,
CLM00788,POL26611,26/06/2025,Collision,90000,Rejected,
CLM00789,POL24464,18/04/2025,Fire,500000,Approved,12/05/2025
CLM00790,POL03477,22/08/2023,Illness,75000,Approved,05/10/2023
CLM00791,POL09816,08/09/2020,Flood,120000,Pending,
CLM00792,POL27962,08/10/2024,Theft,75000,Approved,30/11/2024
CLM00793,POL25537,18/07/2022,Collision,45000,Under Review,
CLM00794,POL22774,07/06/2024,Burglary,90000,Approved,05/09/2024
CLM00795,POL09524,04/01/2026,Burglary,500000,Pending,
CLM00796,POL04677,07/09/2023,Burglary,250000,Rejected,
CLM00797,POL06643,14/03/2025,Accident,120000,Approved,14/04/2025
CLM00798,POL25661,10/06/2023,Illness,75000,Rejected,
CLM00799,POL18137,14/03/2024,Accident,45000,Approved,03/04/2024
CLM00800,POL19351,23/06/2022,Fire,250000,Approved,02/08/2022
CLM00801,POL17102,22/03/2021,Illness,250000,Pending,
CLM00802,POL08493,01/10/2023,Fire,120000,Under Review,
CLM00803,POL22081,17/12/2023,Illness,250000,Pending,
