PolicyNo,CustomerID,ProductID,AgentID,StartDate,EndDate,Status
POL00363,CUST1174,PROD015,AGT096,2024-10-30,2026-10-20,Active
POL00364,CUST1720,PROD001,AGT096,2022-08-01,2024-07-21,Active
POL00365,CUST2431,PROD012,AGT067,2023-01-08,2024-01-03,Expired
POL00366,CUST1959,PROD008,AGT020,2025-04-04,2027-03-25,Active
POL00367,CUST0655,PROD006,AGT048,2023-11-08,2024-05-06,Expired
POL00368,CUST2220,PROD014,AGT009,2022-05-22,2023-05-17,Active
POL00369,CUST0643,PROD006,AGT067,2020-01-23,2021-01-17,Active
POL00370,CUST1843,PROD006,AGT083,2023-08-09,2025-07-29,Active
POL00371,CUST1428,PROD011,AGT073,2024-09-26,2027-09-11,Active
POL00372,CUST1740,PROD014,AGT043,2023-04-26,2024-04-20,Active
POL00373,CUST2400,PROD011,AGT100,2024-12-02,2025-11-27,Expired
POL00374,CUST0479,PROD017,AGT006,2023-05-23,2023-11-19,Expired
POL00375,CUST0311,PROD019,AGT089,2020-07-26,2022-07-16,Active
POL00376,CUST1491,PROD009,AGT075,2024-11-27,2026-11-17,Expired
POL00377,CUST2460,PROD019,AGT083,2020-03-19,2021-03-14,Active
POL00378,CUST0182,PROD006,AGT008,2022-10-11,2024-09-30,Active
POL00379,CUST2863,PROD008,AGT054,2022-09-25,2023-03-24,Active
POL00380,CUST2349,PROD020,AGT052,2020-04-10,2021-04-05,Active
POL00381,CUST0458,PROD014,AGT066,2022-11-02,2024-10-22,Expired
POL00382,CUST1601,PROD006,AGT113,2020-12-18,2021-06-16,Cancelled
POL00383,CUST0639,PROD009,AGT086,2025-05-06,2027-04-26,Active
POL00384,CUST1752,PROD010,AGT004,2025-05-28,2026-05-23,
POL00385,CUST2204,PROD009,AGT085,2022-08-18,2025-08-02,Expired
POL00386,CUST2380,PROD006,AGT053,2025-02-09,2026-02-04,Active
POL00387,CUST1074,PROD014,AGT011,2020-07-20,2021-07-15,Expired
POL00388,CUST2963,PROD002,AGT010,2023-04-25,2025-04-14,Active
POL00389,CUST1885,PROD020,AGT105,2023-08-29,2026-08-13,Active
POL00390,CUST1210,PROD010,AGT107,2025-06-13,2028-05-28,Active
POL00391,CUST0974,PROD018,AGT095,2021-02-28,2022-02-23,Active
POL00392,CUST2547,PROD007,AGT063,2020-11-20,2021-11-15,Cancelled
POL00393,CUST2566,PROD004,AGT062,2022-01-06,2023-01-01,Active
POL00394,CUST2385,PROD012,AGT093,2021-10-10,2023-09-30,Active
POL00395,CUST1379,PROD015,AGT101,2023-11-07,2024-11-01,Active
POL00396,CUST1315,PROD017,AGT031,2025-02-10,2027-01-31,Active
POL00397,CUST2888,PROD016,AGT074,2021-05-01,2023-04-21,Active
POL00398,CUST0968,PROD016,AGT063,2021-12-11,2022-12-06,Cancelled
POL00399,CUST2367,PROD012,AGT083,2020-07-06,2022-06-26,Active
POL00400,CUST2782,PROD015,AGT108,2023-08-30,2024-08-24,Active
POL00401,CUST2397,PROD015,AGT028,2021-09-10,2022-09-05,Active
POL00402,CUST2772,PROD002,AGT086,2021-09-29,2022-03-28,Expired
POL00403,CUST0118,PROD006,AGT093,2025-01-16,2026-01-11,Active
POL00404,CUST0572,PROD005,AGT009,2023-07-21,2024-07-15,Active
POL00405,CUST2912,PROD011,AGT041,2024-01-19,2026-01-08,Expired
POL00406,CUST2313,PROD001,AGT084,2025-02-09,2026-02-04,Active
POL00407,CUST1461,PROD006,AGT091,2024-06-07,2026-05-28,Expired
POL00408,CUST1969,PROD004,AGT112,2025-01-27,2026-01-22,Expired
POL00409,CUST2797,PROD008,AGT074,2021-07-24,2023-07-14,Active
POL00410,CUST1014,PROD005,AGT068,2023-09-10,2024-09-04,Expired
POL00411,CUST0060,PROD019,AGT037,2025-06-16,2026-06-11,Cancelled
POL00412,CUST0745,PROD003,AGT081,2024-02-26,2027-02-10,Cancelled
POL00413,CUST1126,PROD011,AGT004,2021-08-15,2024-07-30,Active
POL00414,CUST1310,PROD004,AGT034,2020-09-07,2021-09-02,Expired
POL00415,CUST2926,PROD002,AGT103,2025-01-22,2027-01-12,Cancelled
POL00416,CUST1067,PROD015,AGT108,2020-05-01,2020-10-28,Active
POL00417,CUST2262,PROD008,AGT011,2023-09-11,2026-08-26,Active
POL00418,CUST1838,PROD016,AGT080,2025-06-28,2026-06-23,Cancelled
POL00419,CUST1531,PROD001,AGT076,2021-11-11,2023-11-01,Active
POL00420,CUST2935,PROD007,AGT009,2024-05-03,2026-04-23,Expired
POL00421,CUST2649,PROD007,AGT058,2023-10-03,2024-09-27,Expired
POL00422,CUST2458,PROD003,AGT009,2021-03-02,2024-02-15,Cancelled
POL00423,CUST1025,PROD013,AGT017,2020-12-26,2021-12-21,Active
POL00424,CUST2779,PROD018,AGT062,2020-03-24,2022-03-14,Active
POL00425,CUST2163,PROD011,AGT095,2025-02-04,2028-01-20,Active
POL00426,CUST1952,PROD002,AGT080,2020-05-25,2021-05-20,Expired
POL00427,CUST0535,PROD015,AGT092,2020-02-23,2020-08-21,Expired
POL00428,CUST0320,PROD010,AGT103,2020-11-08,2023-10-24,Expired
POL00429,CUST2563,PROD005,AGT010,2020-10-12,2021-10-07,Active
POL00430,CUST0256,PROD003,AGT055,2023-08-06,2024-02-02,Active
POL00431,CUST0887,PROD009,AGT080,2024-04-18,2026-04-08,Active
POL00432,CUST0087,PROD015,AGT038,2020-05-11,2021-05-06,Active
POL00433,CUST0257,PROD009,AGT025,2022-11-22,2024-11-11,Expired
POL00434,CUST2323,PROD009,AGT050,2024-07-15,2026-07-05,Active
POL00435,CUST2830,PROD006,AGT066,2020-01-11,2020-07-09,Active
POL00436,CUST0089,PROD004,AGT038,2020-06-30,2021-06-25,Expired
POL00437,CUST1587,PROD019,AGT101,2020-06-29,2022-06-19,Cancelled
POL00438,CUST1204,PROD002,AGT114,2025-05-03,2026-04-28,Active
POL00439,CUST1012,PROD008,AGT073,2023-03-21,2026-03-05,Active
POL00440,CUST0195,PROD015,AGT094,2023-12-31,2026-12-15,Cancelled
POL00441,CUST2897,PROD016,AGT113,2021-08-16,2023-08-06,Active
POL00442,CUST1453,PROD019,AGT109,2025-06-06,2026-06-01,Expired
POL00443,CUST2446,PROD014,AGT061,2022-08-27,2023-02-23,Expired
POL00444,CUST0753,PROD013,AGT114,2023-12-13,2026-11-27,Cancelled
POL00445,CUST0909,PROD001,AGT104,2021-01-01,2022-12-22,Active
POL00446,CUST0796,PROD020,AGT023,2023-12-12,2024-06-09,Expired
POL00447,CUST1143,PROD015,AGT086,2024-08-19,2026-08-09,Active
POL00448,CUST2285,PROD014,AGT009,2022-03-28,2022-09-24,Expired
POL00449,CUST0454,PROD019,AGT086,2020-11-30,2023-11-15,Active
POL00450,CUST1908,PROD007,AGT108,2023-11-10,2025-10-30,Active
POL00451,CUST0317,PROD019,AGT075,2022-05-31,2025-05-15,Active
POL00452,CUST0904,PROD015,AGT088,2020-03-25,2022-03-15,Active
POL00453,CUST1060,PROD006,AGT052,2020-04-21,2021-04-16,Active
POL00454,CUST0861,PROD004,AGT022,2022-06-09,2023-06-04,Active
POL00455,CUST2568,PROD017,AGT031,2021-07-28,2022-01-24,Active
POL00456,CUST0949,PROD018,AGT108,2021-02-16,2022-02-11,Expired
POL00457,CUST1064,PROD008,AGT081,2020-06-07,2022-05-28,Cancelled
POL00458,CUST2153,PROD008,AGT097,2022-07-16,2023-07-11,Cancelled
POL00459,CUST2229,PROD011,AGT036,2022-09-20,2023-09-15,Expired
POL00460,CUST2325,PROD018,AGT012,2021-11-21,2022-11-16,Active
POL00461,CUST2628,PROD008,AGT054,2024-06-18,2024-12-15,Expired
POL00462,CUST2882,PROD006,AGT075,2021-10-09,2022-10-04,Active
POL00463,CUST0194,PROD015,AGT095,2025-04-20,2026-04-15,Cancelled
POL00464,CUST0349,PROD014,AGT082,2023-08-04,2024-07-29,Active
POL00465,CUST2920,PROD015,AGT039,2020-04-10,2022-03-31,Cancelled
POL00466,CUST1411,PROD017,AGT090,2024-08-15,2025-02-11,Active
POL00467,CUST0498,PROD003,AGT070,2025-04-18,2026-04-13,Expired
POL00468,CUST2579,PROD017,AGT036,2022-03-16,2025-02-28,Expired
POL00469,CUST0965,PROD013,AGT017,2023-01-06,2024-01-01,Active
POL00470,CUST1581,PROD003,AGT086,2020-11-13,2021-11-08,Expired
POL00471,CUST1431,PROD015,AGT070,2020-01-27,2023-01-11,Active
POL00472,CUST1203,PROD004,AGT026,2021-08-20,2023-08-10,Active
POL00473,CUST1208,PROD012,AGT024,2025-01-22,2026-01-17,Active
POL00474,CUST0291,PROD005,AGT016,2022-05-21,2024-05-10,
POL00475,CUST0867,PROD012,AGT055,2022-05-30,2022-11-26,Expired
POL00476,CUST1669,PROD004,AGT020,2022-05-10,2023-05-05,Active
POL00477,CUST1721,PROD014,AGT086,2021-09-05,2022-03-04,Expired
POL00478,CUST0956,PROD016,AGT116,2021-08-09,2022-08-04,Cancelled
POL00479,CUST0643,PROD005,AGT036,2021-01-03,2021-12-29,Active
POL00480,CUST1487,PROD013,AGT103,2024-07-14,2025-07-09,Active
POL00481,CUST0986,PROD007,AGT042,2022-12-09,2025-11-23,Active
POL00482,CUST1877,PROD004,AGT015,2020-06-18,2021-06-13,Active
POL00483,CUST1262,PROD009,AGT115,2022-01-10,2023-01-05,Active
POL00484,CUST1340,PROD009,AGT083,2021-05-22,2022-05-17,Active
POL00485,CUST1199,PROD010,AGT098,2021-04-23,2023-04-13,Expired
POL00486,CUST1872,PROD005,AGT119,2024-07-21,2026-07-11,Active
POL00487,CUST0170,PROD001,AGT047,2025-02-23,2026-02-18,Active
POL00488,CUST0894,PROD018,AGT003,2025-03-20,2026-03-15,Active
POL00489,CUST1459,PROD018,AGT114,2022-05-31,2024-05-20,Active
POL00490,CUST0629,PROD007,AGT053,2023-05-14,2024-05-08,Expired
POL00491,CUST1561,PROD007,AGT102,2024-06-02,2025-05-28,Active
POL00492,CUST1283,PROD020,AGT107,2024-08-24,2026-08-14,Active
POL00493,CUST0060,PROD017,AGT018,2021-09-06,2023-08-27,Expired
POL00494,CUST1098,PROD005,AGT013,2020-02-27,2020-08-25,Active
POL00495,CUST0490,PROD010,AGT047,2024-01-21,2027-01-05,Active
POL00496,CUST0926,PROD020,AGT075,2021-02-28,2023-02-18,Active
POL00497,CUST0803,PROD018,AGT071,2023-01-05,2023-12-31,Expired
POL00498,CUST2326,PROD009,AGT074,2025-05-25,2028-05-09,Expired
POL00499,CUST2006,PROD005,AGT107,2024-12-27,2027-12-12,Active
POL00500,CUST1939,PROD020,AGT119,2021-04-22,2022-04-17,Active
POL00501,CUST1690,PROD004,AGT085,2021-01-30,2022-01-25,Expired
POL00502,CUST1394,PROD009,AGT082,2025-06-02,2025-11-29,Active
POL00503,CUST2534,PROD018,AGT078,2024-05-24,2025-05-19,Expired
POL00504,CUST2582,PROD017,AGT080,2020-11-01,2023-10-17,Active
POL00505,CUST2391,PROD007,AGT087,2020-04-05,2021-03-31,Expired
POL00506,CUST2664,PROD006,AGT032,2024-06-01,2025-05-27,Expired
POL00507,CUST1524,PROD008,AGT093,2025-04-01,2027-03-22,Active
POL00508,CUST0550,PROD003,AGT023,2022-08-31,2023-08-26,Active
POL00509,CUST0787,PROD007,AGT099,2021-06-09,2022-06-04,Expired
POL00510,CUST2250,PROD019,AGT009,2024-03-28,2027-03-13,Active
POL00511,CUST2639,PROD016,AGT055,2022-04-03,2023-03-29,Active
POL00512,CUST1294,PROD014,AGT019,2020-03-28,2022-03-18,Cancelled
POL00513,CUST2236,PROD012,AGT016,2023-02-15,2025-02-04,Active
POL00514,CUST2679,PROD009,AGT114,2022-06-07,2022-12-04,Cancelled
POL00515,CUST0064,PROD015,AGT063,2021-11-22,2022-05-21,Cancelled
POL00516,CUST2416,PROD018,AGT072,2021-02-10,2022-02-05,Active
POL00517,CUST1944,PROD012,AGT064,2023-03-22,2024-03-16,Active
POL00518,CUST1652,PROD013,AGT073,2024-05-24,2026-05-14,Active
POL00519,CUST2956,PROD012,AGT073,2023-03-30,2024-03-24,Active
POL00520,CUST0184,PROD002,AGT017,2020-04-13,2021-04-08,Active
POL00521,CUST2550,PROD005,AGT016,2022-07-13,2023-01-09,Active
POL00522,CUST0871,PROD018,AGT024,2022-12-17,2024-12-06,Cancelled
POL00523,CUST1790,PROD011,AGT114,2021-06-22,2022-06-17,Cancelled
POL00524,CUST1043,PROD003,AGT115,2021-07-24,2022-01-20,Active
POL00525,CUST2398,PROD001,AGT007,2025-05-07,2026-05-02,Active
POL00526,CUST2915,PROD019,AGT070,2021-01-12,2022-01-07,Expired
POL00527,CUST1808,PROD002,AGT102,2023-10-12,2024-10-06,Active
POL00528,CUST0786,PROD017,AGT009,2020-10-04,2021-09-29,Active
POL00529,CUST0935,PROD005,AGT081,2020-12-28,2022-12-18,Active
POL00530,CUST1701,PROD020,AGT043,2023-01-09,2024-12-29,Active
POL00531,CUST2713,PROD010,AGT013,2023-05-30,2023-11-26,Active
POL00532,CUST2284,PROD009,AGT030,2024-06-18,2026-06-08,Expired
POL00533,CUST1628,PROD020,AGT020,2021-05-31,2021-11-27,Active
POL00534,CUST1200,PROD017,AGT120,2020-09-01,2021-02-28,Expired
POL00535,CUST0809,PROD003,AGT119,2021-09-18,2022-09-13,Active
POL00536,CUST0709,PROD010,AGT113,2022-11-30,2025-11-14,Active
POL00537,CUST1355,PROD004,AGT054,2020-09-21,2021-09-16,Expired
POL00538,CUST0988,PROD012,AGT026,2020-07-17,2021-07-12,Expired
POL00539,CUST0258,PROD013,AGT064,2020-12-18,2021-12-13,Active
POL00540,CUST2377,PROD005,AGT023,2020-07-28,2021-01-24,Expired
POL00541,CUST2324,PROD015,AGT084,2025-03-03,2027-02-21,Expired
POL00542,CUST1976,PROD002,AGT111,2022-09-24,2023-09-19,Expired
POL00543,CUST2761,PROD002,AGT098,2022-09-23,2023-09-18,Active
POL00544,CUST2786,PROD007,AGT017,2023-04-09,2025-03-29,Active
POL00545,CUST2522,PROD003,AGT110,2021-06-30,2024-06-14,Active
POL00546,CUST0393,PROD005,AGT078,2020-02-29,2022-02-18,Active
POL00547,CUST0055,PROD014,AGT067,2022-12-29,2023-12-24,Active
POL00548,CUST2857,PROD005,AGT072,2021-06-13,2021-12-10,Active
POL00549,CUST0591,PROD007,AGT083,2022-04-14,2023-04-09,Active
POL00550,CUST0783,PROD019,AGT107,2023-02-26,2024-02-21,Active
POL00551,CUST1770,PROD002,AGT037,2021-11-21,2023-11-11,Active
POL00552,CUST2956,PROD002,AGT032,2020-04-07,2022-03-28,Cancelled
POL00553,CUST0476,PROD008,AGT002,2022-04-29,2023-04-24,Active
POL00554,CUST1843,PROD019,AGT078,2022-10-09,2024-09-28,Expired
POL00555,CUST1211,PROD005,AGT061,2023-07-08,2026-06-22,Expired
POL00556,CUST0543,PROD010,AGT097,2020-06-25,2023-06-10,Cancelled
POL00557,CUST2624,PROD016,AGT097,2024-06-21,2025-06-16,Active
POL00558,CUST1892,PROD008,AGT007,2022-11-21,2024-11-10,Active
POL00559,CUST2727,PROD015,AGT062,2024-04-03,2027-03-19,Active
POL00560,CUST2494,PROD020,AGT075,2024-07-24,2025-07-19,Active
POL00561,CUST0846,PROD011,AGT053,2021-10-28,2023-10-18,Active
POL00562,CUST2613,PROD020,AGT112,2020-08-01,2021-07-27,Active
POL00563,CUST2407,PROD016,AGT086,2022-07-01,2022-12-28,Active
POL00564,CUST2217,PROD002,AGT027,2024-09-09,2025-03-08,Active
POL00565,CUST0732,PROD003,AGT061,2024-12-27,2025-06-25,Cancelled
POL00566,CUST2754,PROD004,AGT003,2021-12-05,2022-11-30,Expired
POL00567,CUST2645,PROD005,AGT113,2024-02-01,2027-01-16,Expired
POL00568,CUST2408,PROD012,AGT036,2023-07-14,2025-07-03,Cancelled
POL00569,CUST0341,PROD003,AGT002,2024-05-30,2025-05-25,Expired
POL00570,CUST0288,PROD003,AGT021,2024-07-06,2026-06-26,Active
POL00571,CUST1013,PROD018,AGT064,2025-03-29,2026-03-24,Cancelled
POL00572,CUST0253,PROD004,AGT082,2023-05-22,2026-05-06,Active
POL00573,CUST1608,PROD010,AGT021,2024-05-28,2025-05-23,Active
POL00574,CUST1450,PROD019,AGT071,2024-10-23,2025-10-18,Active
POL00575,CUST2413,PROD004,AGT092,2023-07-24,2024-07-18,Active
POL00576,CUST2104,PROD020,AGT014,2021-05-05,2023-04-25,Active
POL00577,CUST1393,PROD007,AGT011,2024-11-26,2025-11-21,Active
POL00578,CUST2703,PROD014,AGT116,2023-07-29,2025-07-18,Cancelled
POL00579,CUST2868,PROD003,AGT048,2020-05-13,2022-05-03,Active
POL00580,CUST1346,PROD017,AGT023,2024-10-17,2025-10-12,Active
POL00581,CUST1172,PROD003,AGT102,2020-11-15,2021-11-10,Cancelled
POL00582,CUST1418,PROD015,AGT040,2022-01-15,2024-01-05,
POL00583,CUST1108,PROD018,AGT045,2025-01-31,2026-01-26,Active
POL00584,CUST2604,PROD008,AGT107,2025-03-19,2027-03-09,Active
POL00585,CUST0091,PROD006,AGT037,2022-06-15,2025-05-30,Active
POL00586,CUST0439,PROD009,AGT114,2021-06-11,2022-06-06,Active
POL00587,CUST1119,PROD002,AGT057,2024-05-31,2025-05-26,Expired
POL00588,CUST0459,PROD011,AGT117,2024-07-24,2025-07-19,Active
POL00589,CUST1500,PROD013,AGT056,2021-06-29,2022-06-24,Active
POL00590,CUST0439,PROD008,AGT036,2024-02-20,2024-08-18,Expired
POL00591,CUST1943,PROD018,AGT078,2023-11-30,2024-11-24,Cancelled
POL00592,CUST1682,PROD010,AGT065,2024-07-21,2026-07-11,Active
POL00593,CUST1031,PROD015,AGT100,2022-02-22,2024-02-12,Active
POL00594,CUST1262,PROD006,AGT015,2021-04-21,2021-10-18,Expired
POL00595,CUST2109,PROD007,AGT099,2020-11-07,2022-10-28,Expired
POL00596,CUST2180,PROD014,AGT042,2021-06-08,2022-06-03,Active
POL00597,CUST1864,PROD016,AGT083,2021-10-04,2022-04-02,Active
POL00598,CUST1669,PROD002,AGT014,2023-06-11,2025-05-31,Active
POL00599,CUST1357,PROD015,AGT048,2021-04-30,2021-10-27,Expired
POL00600,CUST0153,PROD002,AGT098,2020-01-02,2020-12-27,Active
POL00601,CUST2570,PROD008,AGT104,2021-11-07,2022-05-06,Active
POL00602,CUST1142,PROD011,AGT105,2025-06-09,2026-06-04,Active
POL00603,CUST0361,PROD011,AGT007,2024-09-16,2026-09-06,Active
POL00604,CUST1355,PROD005,AGT055,2025-03-02,2027-02-20,Expired
POL00605,CUST2523,PROD010,AGT035,2023-05-05,2025-04-24,Cancelled
POL00606,CUST2389,PROD016,AGT068,2024-06-05,2024-12-02,Active
POL00607,CUST2802,PROD012,AGT046,2020-06-08,2021-06-03,Active
POL00608,CUST0320,PROD013,AGT088,2020-08-19,2022-08-09,Active
POL00609,CUST2469,PROD006,AGT002,2022-08-17,2023-08-12,Active
POL00610,CUST1790,PROD017,AGT044,2021-10-24,2022-10-19,Active
POL00611,CUST1542,PROD001,AGT018,2023-11-11,2026-10-26,Expired
POL00612,CUST2931,PROD005,AGT060,2023-06-18,2025-06-07,Active
POL00613,CUST1806,PROD015,AGT086,2023-12-01,2024-11-25,Expired
POL00614,CUST1773,PROD004,AGT109,2022-06-12,2025-05-27,Expired
POL00615,CUST0921,PROD012,AGT072,2025-01-29,2027-01-19,Active
POL00616,CUST2924,PROD015,AGT086,2024-08-12,2025-02-08,Expired
POL00617,CUST0140,PROD011,AGT073,2020-09-10,2022-08-31,Active
POL00618,CUST0562,PROD009,AGT050,2020-06-17,2022-06-07,Expired
POL00619,CUST0187,PROD004,AGT022,2023-04-11,2026-03-26,Cancelled
POL00620,CUST0439,PROD006,AGT084,2020-02-11,2022-01-31,
POL00621,CUST1542,PROD001,AGT116,2023-02-08,2024-02-03,Expired
POL00622,CUST2660,PROD001,AGT065,2021-05-18,2022-05-13,Active
POL00623,CUST0686,PROD005,AGT020,2022-02-27,2023-02-22,Active
POL00624,CUST1531,PROD002,AGT052,2020-12-30,2022-12-20,Expired
POL00625,CUST0908,PROD016,AGT103,2020-08-29,2021-08-24,Active
POL00626,CUST2989,PROD007,AGT096,2022-09-20,2023-09-15,Active
POL00627,CUST2814,PROD002,AGT042,2020-08-23,2023-08-08,Active
POL00628,CUST0496,PROD002,AGT041,2023-05-29,2024-05-23,Cancelled
POL00629,CUST2624,PROD002,AGT006,2020-05-11,2021-05-06,Expired
POL00630,CUST1222,PROD015,AGT031,2025-06-19,2026-06-14,Active
POL00631,CUST2335,PROD017,AGT113,2024-05-13,2026-05-03,Expired
POL00632,CUST0106,PROD011,AGT109,2024-10-24,2025-10-19,Active
POL00633,CUST0505,PROD005,AGT068,2021-07-24,2022-01-20,Active
POL00634,CUST1384,PROD013,AGT113,2023-08-20,2024-08-14,Active
POL00635,CUST1073,PROD010,AGT099,2020-06-14,2020-12-11,Expired
POL00636,CUST0958,PROD012,AGT062,2023-07-17,2024-07-11,Active
POL00637,CUST2961,PROD014,AGT081,2022-01-26,2022-07-25,Expired
POL00638,CUST0075,PROD007,AGT009,2022-12-28,2023-12-23,Active
POL00639,CUST0754,PROD010,AGT066,2023-08-07,2026-07-22,Active
POL00640,CUST2012,PROD016,AGT041,2023-06-01,2024-05-26,Expired
POL00641,CUST0860,PROD012,AGT027,2021-06-11,2022-06-06,Active
POL00642,CUST1391,PROD017,AGT014,2022-01-01,2023-12-22,Active
POL00643,CUST1724,PROD008,AGT027,2022-12-11,2024-11-30,Active
POL00644,CUST1277,PROD015,AGT102,2023-02-05,2024-01-31,
POL00645,CUST1705,PROD010,AGT081,2023-10-07,2024-10-01,Expired
POL00646,CUST2996,PROD002,AGT070,2024-04-12,2027-03-28,Expired
POL00647,CUST1047,PROD005,AGT052,2022-07-20,2024-07-09,Expired
POL00648,CUST0514,PROD019,AGT042,2024-03-17,2025-03-12,Expired
POL00649,CUST1200,PROD019,AGT082,2024-07-07,2025-07-02,Active
POL00650,CUST2633,PROD005,AGT061,2022-08-16,2023-08-11,Active
POL00651,CUST2302,PROD014,AGT056,2024-07-22,2025-07-17,Active
POL00652,CUST0164,PROD017,AGT008,2022-05-04,2024-04-23,Expired
POL00653,CUST1337,PROD001,AGT076,2023-07-18,2024-07-12,Expired
POL00654,CUST2896,PROD015,AGT069,2024-11-21,2026-11-11,Expired
POL00655,CUST2025,PROD013,AGT058,2024-03-25,2026-03-15,Active
POL00656,CUST2974,PROD008,AGT082,2020-12-28,2022-12-18,Active
POL00657,CUST1025,PROD011,AGT059,2024-08-28,2025-08-23,Expired
POL00658,CUST0104,PROD019,AGT079,2021-02-06,2024-01-22,Expired
POL00659,CUST2482,PROD011,AGT100,2021-12-21,2023-12-11,Expired
POL00660,CUST2910,PROD016,AGT064,2020-11-19,2021-05-18,Expired
POL00661,CUST1689,PROD016,AGT034,2021-12-12,2022-06-10,Expired
POL00662,CUST1181,PROD012,AGT118,2020-09-27,2021-03-26,Expired
POL00663,CUST0776,PROD008,AGT051,2022-08-06,2025-07-21,Active
POL00664,CUST1399,PROD008,AGT013,2020-02-01,2021-01-26,Active
POL00665,CUST1342,PROD002,AGT006,2022-06-23,2023-06-18,Active
POL00666,CUST0835,PROD002,AGT022,2021-12-27,2022-12-22,Active
POL00667,CUST2888,PROD017,AGT096,2021-12-15,2022-12-10,Cancelled
POL00668,CUST0516,PROD009,AGT118,2023-06-12,2024-06-06,Expired
POL00669,CUST2998,PROD017,AGT052,2024-03-22,2025-03-17,
POL00670,CUST2897,PROD015,AGT031,2025-06-07,2025-12-04,Expired
POL00671,CUST1390,PROD012,AGT057,2021-08-16,2022-08-11,Active
POL00672,CUST0584,PROD003,AGT076,2024-05-08,2026-04-28,Expired
POL00673,CUST0084,PROD005,AGT070,2024-08-06,2025-08-01,Cancelled
POL00674,CUST1602,PROD002,AGT101,2020-11-11,2021-11-06,Active
POL00675,CUST0302,PROD001,AGT007,2025-05-10,2026-05-05,Expired
POL00676,CUST1109,PROD011,AGT023,2022-01-18,2024-01-08,Expired
POL00677,CUST1531,PROD007,AGT108,2024-07-31,2025-07-26,Expired
POL00678,CUST0652,PROD017,AGT067,2024-07-29,2025-07-24,Active
POL00679,CUST2810,PROD007,AGT020,2023-01-17,2023-07-16,Active
POL00680,CUST1425,PROD012,AGT065,2023-07-01,2025-06-20,
POL00681,CUST2691,PROD004,AGT013,2022-05-29,2023-05-24,Cancelled
POL00682,CUST0140,PROD008,AGT016,2021-08-01,2022-07-27,Expired
POL00683,CUST2821,PROD001,AGT007,2023-08-07,2026-07-22,Active
POL00684,CUST2104,PROD015,AGT076,2025-04-12,2027-04-02,Expired
POL00685,CUST0353,PROD004,AGT040,2025-01-28,2026-01-23,Expired
POL00686,CUST2835,PROD017,AGT049,2023-12-03,2025-11-22,Active
POL00687,CUST2545,PROD004,AGT110,2024-05-15,2026-05-05,Expired
POL00688,CUST0098,PROD020,AGT047,2025-05-15,2025-11-11,Cancelled
POL00689,CUST2131,PROD001,AGT101,2023-10-14,2025-10-03,Expired
POL00690,CUST0513,PROD008,AGT076,2022-05-17,2022-11-13,Active
POL00691,CUST0068,PROD009,AGT060,2024-01-23,2025-01-17,Expired
POL00692,CUST0408,PROD008,AGT032,2022-01-21,2024-01-11,Active
POL00693,CUST0610,PROD017,AGT108,2021-03-26,2022-03-21,Active
POL00694,CUST2814,PROD004,AGT034,2020-11-10,2023-10-26,Cancelled
POL00695,CUST1534,PROD019,AGT022,2021-09-21,2022-09-16,Expired
POL00696,CUST1625,PROD004,AGT099,2020-11-22,2021-11-17,Active
POL00697,CUST0945,PROD005,AGT021,2022-04-28,2024-04-17,Active
POL00698,CUST2865,PROD018,AGT097,2023-05-28,2024-05-22,Active
POL00699,CUST0625,PROD018,AGT003,2022-08-18,2023-08-13,Expired
POL00700,CUST2851,PROD017,AGT117,2022-04-26,2025-04-10,Expired
POL00701,CUST1650,PROD002,AGT110,2021-11-05,2023-10-26,Active
POL00702,CUST0199,PROD011,AGT106,2022-04-06,2023-04-01,Expired
POL00703,CUST2338,PROD010,AGT115,2022-09-30,2024-09-19,Expired
POL00704,CUST1178,PROD012,AGT120,2020-03-05,2022-02-23,Active
POL00705,CUST0528,PROD010,AGT091,2021-03-03,2024-02-16,Active
POL00706,CUST0535,PROD012,AGT036,2022-08-04,2024-07-24,Expired
POL00707,CUST2782,PROD004,AGT054,2023-09-17,2025-09-06,Expired
POL00708,CUST0221,PROD016,AGT073,2024-04-08,2025-04-03,Cancelled
POL00709,CUST2558,PROD003,AGT057,2021-08-12,2022-08-07,Active
POL00710,CUST0403,PROD018,AGT113,2024-11-09,2025-11-04,Active
POL00711,CUST2572,PROD014,AGT091,2024-08-26,2027-08-11,Active
POL00712,CUST1069,PROD008,AGT024,2020-10-27,2021-10-22,Expired
POL00713,CUST0685,PROD006,AGT107,2023-06-17,2024-06-11,Active
POL00714,CUST0807,PROD007,AGT001,2024-11-30,2025-05-29,Active
POL00715,CUST0837,PROD014,AGT072,2024-06-07,2026-05-28,Cancelled
POL00716,CUST0017,PROD013,AGT079,2025-04-08,2025-10-05,Active
POL00717,CUST1946,PROD017,AGT074,2020-12-13,2021-12-08,Expired
POL00718,CUST0263,PROD001,AGT001,2024-03-05,2025-02-28,Expired
POL00719,CUST0867,PROD018,AGT005,2023-10-02,2024-09-26,Cancelled
POL00720,CUST0602,PROD012,AGT052,2021-12-05,2024-11-19,
