RenewalID,PolicyNo,RenewalDate,Amount,PaymentMethod
R00595,POL00795,05/03/2024,"₦45,000",Card
R00596,POL00797,17/11/2025,90000,USSD
R00597,POL00797,31/10/2026,90000,Card
R00598,POL00798,14/01/2023,180000,USSD
R00599,POL00801,04/01/2025,90000,Transfer
R00600,POL00801,12/12/2025,180000,USSD
R00601,POL00804,17/02/2023,180000,Cash
R00602,POL00804,28/02/2024,180000,Cash
R00603,POL00805,23/11/2024,45000,Cash
R00604,POL00806,03/03/2026,45000,Transfer
R00605,POL00810,20/11/2026,60000,USSD
R00606,POL00811,17/10/2022,90000,USSD
R00607,POL00814,06/12/2025,45000,USSD
R00608,POL00815,20/08/2023,120000,Card
R00609,POL00815,10/08/2024,60000,USSD
R00610,POL00817,05/03/2025,"₦45,000",Transfer
R00611,POL00817,19/03/2026,180000,Cash
R00612,POL00818,25/12/2022,120000,Card
R00613,POL00821,12/01/2026,"₦180,000",Transfer
R00614,POL00822,12/01/2026,180000,USSD
R00615,POL00823,21/11/2024,120000,Cash
R00616,POL00824,10/02/2024,45000,Transfer
R00617,POL00826,25/02/2023,120000,USSD
R00618,POL00826,25/02/2024,90000,Transfer
R00619,POL00827,02/06/2023,45000,Cash
R00620,POL00829,28/10/2023,90000,Transfer
R00621,POL00830,06/06/2025,180000,Cash
R00622,POL00830,13/05/2026,180000,Transfer
R00623,POL00833,29/12/2022,45000,USSD
R00624,POL00834,28/04/2026,60000,Cash
R00625,POL00834,26/04/2027,60000,Cash
R00626,POL00835,05/04/2022,"₦45,000",Transfer
R00627,POL00836,26/05/2026,90000,Card
R00628,POL00836,27/05/2027,90000,Card
R00629,POL00837,15/09/2021,90000,Transfer
R00630,POL00837,09/09/2022,"₦45,000",USSD
R00631,POL00841,02/02/2024,,Transfer
R00632,POL00841,05/02/2025,,Transfer
R00633,POL00842,01/12/2026,180000,Card
R00634,POL00843,16/02/2024,45000,USSD
R00635,POL00843,11/02/2025,180000,USSD
R00636,POL00847,18/04/2026,45000,Cash
R00637,POL00847,19/04/2027,180000,Transfer
R00638,POL00848,21/10/2022,120000,Cash
R00639,POL00849,26/02/2022,90000,Transfer
R00640,POL00850,31/10/2023,180000,Transfer
R00641,POL00851,17/07/2022,180000,Transfer
R00642,POL00853,01/10/2023,180000,USSD
R00643,POL00854,24/07/2020,120000,Card
R00644,POL00856,19/02/2026,180000,Card
R00645,POL00857,30/07/2025,90000,Transfer
R00646,POL00858,27/07/2024,"₦120,000",Card
R00647,POL00862,22/09/2023,60000,Transfer
R00648,POL00863,16/09/2022,45000,Card
R00649,POL00863,14/09/2023,120000,USSD
R00650,POL00864,10/10/2022,90000,Cash
R00651,POL00864,24/09/2023,120000,Card
R00652,POL00865,23/02/2023,180000,USSD
R00653,POL00866,11/11/2027,45000,USSD
R00654,POL00868,15/10/2022,45000,USSD
R00655,POL00868,23/10/2023,45000,USSD
R00656,POL00870,27/08/2023,45000,USSD
R00657,POL00871,09/01/2022,"₦120,000",Transfer
R00658,POL00872,29/01/2026,120000,Transfer
R00659,POL00873,27/04/2025,"₦60,000",USSD
R00660,POL00874,11/06/2025,45000,Cash
R00661,POL00875,10/02/2024,120000,Card
R00662,POL00875,26/01/2025,120000,Card
R00663,POL00879,15/09/2020,60000,Card
R00664,POL00879,16/09/2021,120000,Card
R00665,POL00881,20/08/2022,120000,Card
R00666,POL00881,01/08/2023,180000,Cash
R00667,POL00882,26/12/2024,90000,Cash
R00668,POL00882,27/12/2025,120000,Card
R00669,POL00883,09/05/2023,120000,Card
R00670,POL00884,05/06/2026,45000,Cash
R00671,POL00885,01/11/2024,45000,USSD
R00672,POL00886,10/12/2023,60000,USSD
R00673,POL00887,12/11/2024,180000,Cash
R00674,POL00892,20/01/2025,45000,Cash
R00675,POL00893,28/03/2026,120000,Card
R00676,POL00895,30/12/2023,120000,Transfer
R00677,POL00896,17/04/2023,"₦180,000",Transfer
R00678,POL00898,07/03/2023,,Cash
R00679,POL00900,14/01/2022,"₦120,000",Transfer
R00680,POL00901,02/09/2022,,USSD
R00681,POL00902,19/06/2025,120000,Card
R00682,POL00905,01/03/2025,"₦60,000",USSD
R00683,POL00906,17/02/2025,45000,Cash
R00684,POL00907,25/04/2027,120000,Cash
R00685,POL00908,02/11/2025,45000,Cash
R00686,POL00909,17/05/2027,180000,Transfer
R00687,POL00910,19/09/2023,120000,Transfer
R00688,POL00910,05/09/2024,180000,Transfer
R00689,POL00912,12/11/2022,180000,Cash
R00690,POL00912,06/12/2023,"₦180,000",Transfer
R00691,POL00913,27/11/2025,60000,USSD
R00692,POL00915,28/03/2024,90000,Transfer
R00693,POL00916,25/09/2023,90000,Cash
R00694,POL00918,06/05/2024,120000,Card
R00695,POL00921,02/07/2025,180000,Transfer
R00696,POL00922,24/10/2025,60000,USSD
R00697,POL00923,30/03/2027,90000,Card
R00698,POL00923,15/03/2028,"₦60,000",Cash
R00699,POL00924,07/02/2023,90000,Card
R00700,POL00925,28/04/2024,60000,Card
R00701,POL00926,29/08/2024,180000,USSD
R00702,POL00926,28/08/2025,60000,USSD
R00703,POL00927,31/05/2022,"₦60,000",USSD
R00704,POL00928,30/12/2024,45000,Card
R00705,POL00929,05/10/2024,,Cash
R00706,POL00930,11/09/2024,90000,Transfer
R00707,POL00931,20/10/2024,,Transfer
R00708,POL00932,05/10/2024,180000,USSD
R00709,POL00933,29/09/2023,45000,Card
R00710,POL00933,23/09/2024,180000,Cash
R00711,POL00934,28/09/2027,120000,USSD
R00712,POL00937,04/04/2027,120000,Transfer
R00713,POL00938,10/11/2024,120000,Card
R00714,POL00942,04/06/2025,180000,Transfer
R00715,POL00943,24/01/2025,120000,Transfer
R00716,POL00947,04/11/2024,180000,Card
R00717,POL00949,09/05/2027,180000,Cash
R00718,POL00950,23/09/2023,45000,Card
R00719,POL00950,05/10/2024,60000,Card
R00720,POL00951,28/06/2025,45000,Card
R00721,POL00956,27/05/2026,"₦120,000",Card
R00722,POL00957,31/07/2024,180000,Card
R00723,POL00959,23/09/2025,60000,Transfer
R00724,POL00960,04/10/2025,60000,Card
R00725,POL00961,13/09/2024,90000,USSD
R00726,POL00961,26/08/2025,45000,USSD
R00727,POL00963,07/09/2023,"₦60,000",Cash
R00728,POL00964,08/07/2023,90000,Cash
R00729,POL00964,26/06/2024,120000,Card
R00730,POL00967,12/10/2024,180000,Cash
R00731,POL00970,29/08/2023,90000,Transfer
R00732,POL00971,15/09/2021,"₦180,000",Transfer
R00733,POL00972,04/07/2027,45000,Cash
R00734,POL00972,09/06/2028,90000,USSD
R00735,POL00974,20/09/2023,180000,Card
R00736,POL00975,01/08/2025,180000,Cash
R00737,POL00977,01/12/2025,120000,Card
R00738,POL00978,19/03/2022,"₦60,000",USSD
R00739,POL00979,18/06/2027,45000,Card
R00740,POL00980,11/10/2021,120000,Transfer
R00741,POL00980,24/09/2022,60000,Transfer
R00742,POL00981,06/06/2023,"₦180,000",Transfer
R00743,POL00987,07/05/2025,180000,Cash
R00744,POL00988,12/03/2027,45000,USSD
R00745,POL00990,28/04/2024,45000,Cash
R00746,POL00993,10/11/2022,45000,Transfer
R00747,POL00996,08/08/2023,180000,USSD
R00748,POL00999,15/12/2025,60000,Transfer
R00749,POL01001,29/01/2022,180000,USSD
R00750,POL01002,16/07/2023,"₦180,000",Card
R00751,POL01003,26/10/2023,90000,Transfer
R00752,POL01004,29/06/2022,120000,Card
R00753,POL01005,11/04/2026,"₦90,000",Cash
R00754,POL01006,09/05/2024,45000,USSD
R00755,POL01008,31/10/2026,60000,USSD
R00756,POL01010,26/04/2027,180000,Transfer
R00757,POL01011,02/09/2020,90000,USSD
R00758,POL01012,01/08/2024,"₦45,000",USSD
R00759,POL01014,23/05/2021,120000,Cash
R00760,POL01015,22/09/2023,"₦45,000",Transfer
R00761,POL01017,20/02/2022,90000,USSD
R00762,POL01019,01/08/2021,60000,Card
R00763,POL01021,02/09/2022,60000,Card
R00764,POL01021,01/09/2023,120000,Transfer
R00765,POL01022,22/01/2022,120000,Card
R00766,POL01023,08/10/2022,90000,USSD
R00767,POL01023,14/10/2023,120000,Cash
R00768,POL01024,11/08/2024,45000,Card
R00769,POL01025,18/11/2021,60000,Card
R00770,POL01026,19/10/2023,45000,USSD
R00771,POL01027,27/11/2025,180000,Transfer
R00772,POL01028,08/02/2025,45000,Card
R00773,POL01030,21/08/2021,90000,USSD
R00774,POL01032,15/01/2025,180000,Card
R00775,POL01033,02/08/2021,180000,USSD
R00776,POL01034,23/04/2024,90000,Transfer
R00777,POL01034,08/05/2025,60000,Card
R00778,POL01036,29/10/2025,120000,Card
R00779,POL01037,16/05/2024,90000,Transfer
R00780,POL01037,17/05/2025,"₦90,000",Transfer
R00781,POL01038,19/06/2025,90000,Cash
R00782,POL01039,25/07/2022,"₦45,000",Transfer
R00783,POL01040,03/05/2024,45000,Transfer
R00784,POL01045,31/01/2025,120000,USSD
R00785,POL01047,11/03/2026,45000,Cash
R00786,POL01054,09/07/2023,45000,Transfer
R00787,POL01056,20/11/2025,60000,USSD
R00788,POL01057,04/06/2022,180000,USSD
R00789,POL01062,22/03/2021,90000,Card
R00790,POL01065,03/05/2023,"₦120,000",USSD
R00791,POL01066,24/01/2027,45000,Card
R00792,POL01068,27/04/2024,,USSD
R00793,POL01069,22/01/2026,60000,Card
R00794,POL01070,21/09/2025,45000,Cash
R00795,POL01072,31/07/2025,120000,USSD
R00796,POL01074,28/03/2026,,Card
R00797,POL01077,22/03/2026,180000,Card
R00798,POL01077,30/03/2027,120000,Transfer
R00799,POL01078,12/04/2026,120000,Cash
R00800,POL01078,22/04/2027,120000,Card
R00801,POL01081,13/08/2021,"₦45,000",Card
R00802,POL01082,03/04/2027,90000,USSD
R00803,POL01084,06/01/2025,90000,Card
R00804,POL01087,24/02/2022,180000,Cash
R00805,POL01087,21/03/2023,90000,Card
R00806,POL01089,28/08/2025,60000,USSD
R00807,POL01090,27/01/2022,180000,Card
R00808,POL01092,12/04/2023,45000,Card
R00809,POL01094,13/01/2022,180000,USSD
R00810,POL01096,02/07/2023,90000,USSD
R00811,POL01096,20/07/2024,90000,USSD
R00812,POL01100,21/03/2028,180000,USSD
R00813,POL01101,15/06/2021,60000,Transfer
R00814,POL01102,16/09/2024,180000,Cash
R00815,POL01103,26/07/2023,90000,Transfer
R00816,POL01105,02/10/2025,120000,Card
R00817,POL01106,31/03/2023,90000,Card
R00818,POL01109,17/10/2023,180000,Card
R00819,POL01109,02/10/2024,180000,Transfer
R00820,POL01110,10/11/2021,180000,USSD
R00821,POL01112,29/11/2021,120000,Card
R00822,POL01115,01/05/2026,120000,Cash
R00823,POL01117,13/11/2023,90000,Card
R00824,POL01120,15/06/2022,45000,Cash
R00825,POL01121,30/07/2025,180000,USSD
R00826,POL01126,20/05/2025,180000,Transfer
R00827,POL01127,17/05/2022,45000,USSD
R00828,POL01129,27/04/2027,90000,USSD
R00829,POL01133,09/03/2024,90000,Cash
R00830,POL01135,18/03/2023,180000,USSD
R00831,POL01136,05/08/2025,120000,Transfer
R00832,POL01137,12/04/2024,60000,Cash
R00833,POL01139,24/03/2024,60000,Transfer
R00834,POL01141,19/07/2022,90000,Card
R00835,POL01141,03/07/2023,90000,Cash
R00836,POL01142,08/08/2023,120000,Cash
R00837,POL01144,06/01/2023,,Transfer
R00838,POL01144,20/01/2024,45000,Transfer
R00839,POL01145,21/01/2026,180000,Transfer
R00840,POL01146,19/12/2024,120000,USSD
R00841,POL01146,07/12/2025,"₦45,000",Cash
R00842,POL01147,16/10/2022,90000,Cash
R00843,POL01148,15/07/2022,45000,Cash
R00844,POL01149,22/03/2026,45000,USSD
R00845,POL01150,29/05/2026,45000,Card
R00846,POL01151,03/11/2023,90000,USSD
R00847,POL01152,03/05/2024,180000,USSD
R00848,POL01153,26/04/2024,"₦90,000",Card
R00849,POL01154,19/09/2021,90000,Cash
R00850,POL01155,25/12/2022,45000,Transfer
R00851,POL01157,06/10/2022,180000,Transfer
R00852,POL01158,18/02/2028,180000,Cash
R00853,POL01161,01/09/2025,120000,Cash
R00854,POL01162,13/10/2025,60000,Transfer
R00855,POL01162,24/10/2026,45000,Card
R00856,POL01164,10/10/2020,180000,Transfer
R00857,POL01167,19/11/2022,"₦120,000",Card
R00858,POL01168,09/09/2022,180000,Transfer
R00859,POL01170,24/02/2025,180000,Card
R00860,POL01171,24/02/2027,90000,Transfer
R00861,POL01173,16/10/2024,"₦180,000",USSD
R00862,POL01175,12/09/2024,120000,Cash
R00863,POL01176,06/02/2022,45000,Card
R00864,POL01180,01/03/2021,180000,USSD
R00865,POL01181,31/03/2023,120000,Cash
R00866,POL01182,17/12/2023,60000,Card
R00867,POL01184,11/07/2024,120000,Transfer
R00868,POL01187,09/04/2023,45000,Transfer
R00869,POL01188,17/04/2027,60000,Transfer
R00870,POL01189,13/05/2025,90000,Card
R00871,POL01193,14/02/2023,90000,Cash
R00872,POL01194,14/04/2023,"₦120,000",Transfer
R00873,POL01194,19/03/2024,90000,Transfer
R00874,POL01195,29/12/2023,180000,Transfer
R00875,POL01196,18/12/2024,90000,Transfer
R00876,POL01196,10/12/2025,90000,Card
R00877,POL01197,21/10/2021,90000,Cash
R00878,POL01200,12/10/2024,,Card
R00879,POL01201,14/01/2024,"₦120,000",Card
R00880,POL01202,16/02/2026,45000,Transfer
R00881,POL01203,23/10/2021,45000,Transfer
R00882,POL01203,31/10/2022,60000,USSD
R00883,POL01204,08/12/2025,180000,Transfer
R00884,POL01205,15/01/2024,120000,Cash
R00885,POL01206,16/06/2027,180000,Cash
R00886,POL01207,09/10/2022,45000,Cash
R00887,POL01207,01/10/2023,60000,USSD
R00888,POL01208,11/06/2024,45000,USSD
R00889,POL01209,19/07/2022,"₦45,000",USSD
R00890,POL01210,10/03/2022,90000,Card
R00891,POL01212,19/12/2024,45000,Transfer
R00892,POL01212,14/01/2026,90000,Cash
R00893,POL01213,10/08/2023,45000,Transfer
R00894,POL01213,12/08/2024,60000,Cash
R00895,POL01215,20/06/2024,90000,Transfer
R00896,POL01217,24/05/2027,120000,Transfer
R00897,POL01219,01/02/2022,60000,USSD
R00898,POL01223,14/02/2025,"₦60,000",Cash
R00899,POL01224,23/04/2024,60000,Card
R00900,POL01226,17/08/2026,60000,USSD
R00901,POL01227,17/12/2021,90000,Transfer
R00902,POL01228,17/05/2027,,Cash
R00903,POL01230,28/05/2027,180000,Card
R00904,POL01231,14/03/2022,90000,USSD
R00905,POL01232,02/09/2025,45000,Card
R00906,POL01233,06/04/2025,180000,Card
R00907,POL01236,23/12/2021,120000,Cash
R00908,POL01238,10/07/2025,180000,Cash
R00909,POL01239,19/04/2025,180000,USSD
R00910,POL01241,04/02/2025,180000,Transfer
R00911,POL01243,02/01/2025,90000,Card
R00912,POL01245,13/09/2024,45000,USSD
R00913,POL01247,18/04/2027,180000,Cash
R00914,POL01249,10/04/2024,60000,USSD
R00915,POL01252,18/09/2022,60000,USSD
R00916,POL01253,18/01/2027,90000,Cash
R00917,POL01255,28/05/2021,,USSD
R00918,POL01258,06/04/2023,90000,USSD
R00919,POL01258,15/04/2024,"₦45,000",Cash
R00920,POL01259,05/03/2023,"₦45,000",USSD
R00921,POL01259,05/03/2024,90000,Transfer
R00922,POL01262,13/10/2023,90000,USSD
R00923,POL01262,01/10/2024,180000,Cash
R00924,POL01263,29/10/2023,"₦180,000",Transfer
R00925,POL01265,02/02/2023,60000,Transfer
R00926,POL01265,10/02/2024,180000,Card
R00927,POL01266,17/04/2022,120000,USSD
R00928,POL01267,29/07/2025,180000,Transfer
R00929,POL01268,21/11/2022,90000,USSD
R00930,POL01269,25/05/2023,60000,Transfer
R00931,POL01270,13/12/2024,"₦120,000",Transfer
R00932,POL01270,29/11/2025,180000,Card
R00933,POL01271,02/01/2027,180000,Card
R00934,POL01272,27/12/2023,60000,USSD
R00935,POL01274,07/09/2025,60000,Cash
R00936,POL01276,29/06/2026,90000,Card
R00937,POL01276,26/06/2027,90000,Transfer
R00938,POL01277,16/02/2026,120000,USSD
R00939,POL01280,28/06/2023,45000,Cash
R00940,POL01281,18/08/2023,180000,Transfer
R00941,POL01282,20/11/2025,45000,Card
R00942,POL01284,01/12/2023,120000,Transfer
R00943,POL01285,20/12/2024,90000,Cash
R00944,POL01287,26/12/2027,60000,Cash
R00945,POL01288,10/11/2026,60000,USSD
R00946,POL01289,08/07/2026,45000,Cash
R00947,POL01289,29/06/2027,180000,Cash
R00948,POL01290,10/07/2025,"₦45,000",Card
R00949,POL01291,04/12/2025,120000,Card
R00950,POL01292,12/04/2021,60000,Cash
R00951,POL01292,22/04/2022,,USSD
R00952,POL01293,27/07/2023,"₦120,000",USSD
R00953,POL01293,15/07/2024,"₦60,000",Transfer
R00954,POL01294,23/07/2025,60000,USSD
R00955,POL01297,16/09/2026,"₦90,000",Transfer
R00956,POL01298,20/02/2024,45000,Card
R00957,POL01299,04/02/2024,"₦90,000",Cash
R00958,POL01300,04/04/2025,"₦180,000",Transfer
R00959,POL01301,17/04/2024,180000,Transfer
R00960,POL01302,23/04/2023,60000,Cash
R00961,POL01303,27/12/2023,180000,Card
R00962,POL01304,14/01/2026,90000,USSD
R00963,POL01306,13/08/2023,120000,Card
R00964,POL01309,13/07/2023,60000,USSD
R00965,POL01314,17/09/2023,90000,USSD
R00966,POL01316,08/07/2025,45000,Card
R00967,POL01316,08/07/2026,180000,Cash
R00968,POL01317,29/11/2023,45000,Cash
R00969,POL01318,07/08/2026,90000,Cash
R00970,POL01319,09/07/2025,120000,USSD
R00971,POL01320,22/09/2022,,Transfer
R00972,POL01321,09/09/2023,180000,Transfer
R00973,POL01323,25/01/2024,60000,Cash
R00974,POL01323,26/01/2025,90000,USSD
R00975,POL01329,31/10/2022,45000,Transfer
R00976,POL01330,15/10/2027,90000,Card
R00977,POL01331,12/11/2022,60000,Transfer
R00978,POL01337,30/01/2022,120000,Card
R00979,POL01338,26/10/2026,90000,Cash
R00980,POL01339,12/08/2024,120000,Transfer
R00981,POL01341,08/11/2021,120000,Cash
R00982,POL01342,22/06/2025,"₦90,000",Cash
R00983,POL01342,09/07/2026,,USSD
R00984,POL01343,24/10/2023,90000,Cash
R00985,POL01343,28/10/2024,,USSD
R00986,POL01348,28/01/2022,120000,Card
R00987,POL01349,23/07/2022,180000,Transfer
R00988,POL01350,20/09/2025,45000,Transfer
R00989,POL01351,26/10/2025,60000,Cash
R00990,POL01352,30/09/2024,180000,Cash
R00991,POL01355,18/08/2022,120000,Card
R00992,POL01357,06/09/2024,"₦60,000",Card
R00993,POL01360,03/07/2023,180000,Card
R00994,POL01361,09/11/2025,90000,Card
R00995,POL01363,05/12/2024,45000,Card
R00996,POL01363,21/11/2025,60000,Card
R00997,POL01364,02/10/2023,180000,USSD
R00998,POL01365,27/08/2023,45000,Cash
R00999,POL01366,12/07/2025,45000,Card
R01000,POL01369,11/03/2023,45000,Transfer
R01001,POL01369,23/02/2024,180000,Card
R01002,POL01370,29/04/2021,60000,Cash
R01003,POL01371,14/01/2025,90000,Card
R01004,POL01371,27/12/2025,180000,Card
R01005,POL01372,21/03/2023,180000,USSD
R01006,POL01375,02/08/2024,120000,USSD
R01007,POL01379,29/01/2025,,Transfer
R01008,POL01380,16/01/2023,180000,USSD
R01009,POL01382,06/05/2027,120000,Transfer
R01010,POL01382,06/04/2028,120000,Transfer
R01011,POL01385,24/06/2022,60000,USSD
R01012,POL01385,25/06/2023,90000,Cash
R01013,POL01386,31/08/2022,90000,Transfer
R01014,POL01387,01/02/2024,180000,USSD
R01015,POL01388,20/03/2027,120000,Card
R01016,POL01390,08/04/2022,60000,Card
R01017,POL01396,09/06/2024,120000,USSD
R01018,POL01400,27/09/2025,90000,Card
R01019,POL01400,01/10/2026,180000,Card
R01020,POL01402,26/03/2026,,Cash
R01021,POL01404,20/12/2021,"₦180,000",USSD
R01022,POL01407,15/07/2025,120000,Card
R01023,POL01410,03/10/2024,90000,USSD
R01024,POL01412,21/12/2023,120000,Cash
R01025,POL01415,23/04/2025,90000,Cash
R01026,POL01418,29/05/2023,60000,Card
R01027,POL01419,09/07/2024,180000,Card
R01028,POL01421,08/02/2024,45000,Card
R01029,POL01423,11/10/2025,90000,USSD
R01030,POL01423,15/10/2026,"₦45,000",USSD
R01031,POL01424,17/09/2022,45000,Card
R01032,POL01425,14/10/2026,"₦180,000",Card
R01033,POL01426,09/11/2022,60000,USSD
R01034,POL01427,02/02/2024,45000,Card
R01035,POL01428,22/08/2022,180000,Transfer
R01036,POL01429,19/11/2022,180000,Transfer
R01037,POL01434,25/05/2023,45000,Card
R01038,POL01435,09/09/2025,"₦45,000",USSD
R01039,POL01435,20/09/2026,180000,Card
R01040,POL01436,09/02/2024,120000,USSD
R01041,POL01437,13/03/2025,45000,Transfer
R01042,POL01438,02/11/2022,"₦120,000",USSD
R01043,POL01439,23/05/2022,180000,Transfer
R01044,POL01440,03/06/2026,45000,Transfer
R01045,POL01443,12/03/2024,90000,Card
R01046,POL01444,02/05/2023,120000,USSD
R01047,POL01447,29/09/2023,60000,Card
R01048,POL01450,16/11/2023,90000,Card
R01049,POL01452,15/05/2021,120000,Card
R01050,POL01452,28/04/2022,45000,Card
R01051,POL01453,14/09/2022,120000,USSD
R01052,POL01456,18/09/2026,180000,USSD
R01053,POL01456,02/09/2027,120000,Card
R01054,POL01458,29/08/2025,90000,Transfer
R01055,POL01460,26/04/2023,180000,USSD
R01056,POL01460,02/04/2024,90000,USSD
R01057,POL01463,09/07/2024,60000,Cash
R01058,POL01464,01/04/2024,180000,USSD
R01059,POL01465,25/02/2027,90000,Cash
R01060,POL01466,17/10/2025,120000,Card
R01061,POL01468,01/08/2027,90000,USSD
R01062,POL01469,24/08/2024,120000,Cash
R01063,POL01471,18/02/2026,120000,Cash
R01064,POL01474,04/01/2022,120000,Card
R01065,POL01476,20/01/2027,"₦120,000",USSD
R01066,POL01477,30/05/2027,180000,Transfer
R01067,POL01478,22/10/2025,180000,USSD
R01068,POL01479,14/05/2022,"₦90,000",Card
R01069,POL01480,17/03/2021,120000,Cash
R01070,POL01481,16/02/2022,120000,Cash
R01071,POL01483,04/02/2027,"₦120,000",Card
R01072,POL01484,28/05/2025,90000,Card
R01073,POL01490,27/06/2022,45000,Card
R01074,POL01490,14/07/2023,180000,Cash
R01075,POL01491,21/12/2025,90000,USSD
R01076,POL01492,05/12/2021,"₦60,000",Cash
R01077,POL01495,17/02/2023,120000,Cash
R01078,POL01496,18/06/2027,180000,Transfer
R01079,POL01498,03/03/2025,60000,Transfer
R01080,POL01502,21/01/2025,60000,Card
R01081,POL01502,09/01/2026,120000,Transfer
R01082,POL01504,09/12/2021,120000,USSD
R01083,POL01506,10/01/2021,60000,USSD
R01084,POL01507,06/03/2023,60000,Transfer
R01085,POL01507,15/03/2024,120000,Transfer
R01086,POL01510,18/05/2022,"₦60,000",Card
R01087,POL01511,15/11/2024,45000,Transfer
R01088,POL01511,03/11/2025,60000,Transfer
R01089,POL01512,06/03/2022,45000,Cash
R01090,POL01512,08/03/2023,60000,USSD
R01091,POL01513,17/11/2026,"₦120,000",Cash
R01092,POL01513,13/11/2027,180000,Transfer
R01093,POL01514,24/11/2022,180000,Card
R01094,POL01515,15/12/2024,180000,Card
R01095,POL01517,09/07/2022,120000,Transfer
R01096,POL01518,03/05/2025,60000,Cash
R01097,POL01518,21/05/2026,120000,Transfer
R01098,POL01519,11/02/2023,180000,USSD
R01099,POL01520,08/11/2026,120000,Transfer
R01100,POL01521,10/04/2021,60000,Card
R01101,POL01522,08/09/2026,180000,Card
R01102,POL01523,23/03/2022,60000,Card
R01103,POL01526,28/04/2021,,Cash
R01104,POL01530,09/10/2023,"₦90,000",Transfer
R01105,POL01531,31/05/2022,180000,Cash
R01106,POL01532,29/04/2025,90000,USSD
R01107,POL01533,03/01/2025,90000,USSD
R01108,POL01535,23/10/2027,45000,Transfer
R01109,POL01535,18/10/2028,60000,Cash
R01110,POL01536,01/05/2025,90000,USSD
R01111,POL01537,13/08/2026,120000,Card
R01112,POL01537,26/08/2027,180000,Card
R01113,POL01538,11/11/2021,90000,USSD
R01114,POL01543,25/09/2023,"₦90,000",USSD
R01115,POL01544,28/07/2022,45000,Cash
R01116,POL01545,28/07/2023,45000,Cash
R01117,POL01546,25/10/2023,,USSD
R01118,POL01547,13/06/2021,"₦45,000",USSD
R01119,POL01550,11/07/2027,120000,Transfer
R01120,POL01553,05/10/2023,,Cash
R01121,POL01553,17/10/2024,180000,USSD
R01122,POL01558,20/08/2025,180000,Card
R01123,POL01559,04/05/2021,"₦180,000",USSD
R01124,POL01560,11/02/2021,,Cash
R01125,POL01563,21/06/2022,"₦60,000",Cash
